"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","home_team_goal","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2012-13","serie A",24,NA,"10","02","2013","20:45","Giuseppe Meazza",NA,"Marco Guida",NA,"Inter","Chievoverona",3,1,"2 26 50","21",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"28, 90+3","18",0,0,NA,NA,12,11,NA,NA,12,8,11,2,1,6,1,7,8,3,2,3,1,"2",0,NA,NA,4,0,0,0,1,3,0,23,20,13,7,8,11,5,"victory","Inter","Chievoverona",1,0
"2012-13","serie A",25,NA,"15","02","2013","20:45","Giuseppe Meazza",NA,"Davide Massa",NA,"Milan","Parma",2,1,"39 77","90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"73","66",0,0,NA,NA,18,18,NA,NA,9,5,5,2,4,3,1,4,3,7,2,2,1,"39",0,NA,NA,3,0,0,0,1,2,0,36,14,7,7,5,10,4,"victory","Milan","Parma",1,0
"2012-13","serie A",25,NA,"16","02","2013","18:00","Marcantonio Bentegodi",NA,"Paolo Tagliavento",NA,"Chievoverona","Palermo",1,1,"55","5",1,0,"55",NA,1,0,"55",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"35, 45","54, 78",0,0,NA,NA,19,15,NA,NA,9,3,1,1,8,2,0,0,4,4,4,2,0,NA,0,NA,NA,2,1,1,0,0,4,0,34,12,2,10,0,8,6,"draw",NA,NA,NA,NA
"2012-13","serie A",25,NA,"16","02","2013","20:45","Olimpico",NA,"Gianluca Rocchi",NA,"Roma","Juventus",1,0,"58",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"18, 31","51, 61, 90+3",0,0,NA,NA,10,16,NA,NA,10,5,5,3,5,2,3,4,4,9,3,7,0,NA,0,NA,NA,1,0,0,0,0,5,0,26,15,8,7,7,13,10,"victory","Roma","Juventus",1,0
"2012-13","serie A",25,NA,"17","02","2013","15:00","Angelo Massimino",NA,"Carmine Russo",NA,"Catania","Bologna",1,0,"42",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"90+3","57, 88",0,0,NA,NA,21,12,NA,NA,12,9,8,4,4,5,4,6,6,4,2,2,0,NA,0,NA,NA,1,0,0,0,0,3,0,33,21,12,9,10,10,4,"victory","Catania","Bologna",1,0
"2012-13","serie A",25,NA,"17","02","2013","15:00","Luigi Ferraris",NA,"Gianpaolo Calvarese",NA,"Genoa","Udinese",1,0,"33",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"27, 55","53, 87",0,0,NA,NA,12,12,NA,NA,9,11,4,3,5,8,3,3,3,5,2,2,0,NA,0,NA,NA,1,0,0,0,0,4,0,24,20,7,13,6,8,4,"victory","Genoa","Udinese",1,0
"2012-13","serie A",25,NA,"17","02","2013","15:00","San Paolo",NA,"Daniele Doveri",NA,"Napoli","Sampdoria",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"30, 63","75",0,0,NA,NA,16,9,NA,NA,14,7,6,4,8,3,4,5,6,2,1,3,0,NA,0,NA,NA,0,0,0,0,0,3,0,25,21,10,11,9,8,4,"draw",NA,NA,NA,NA
"2012-13","serie A",25,NA,"17","02","2013","15:00","Adriatico",NA,"Andrea Gervasoni",NA,"Pescara","Cagliari",0,2,NA,"53 61",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"23, 31, 65, 74","50, 72",1,0,NA,NA,17,19,NA,NA,6,11,2,8,4,3,6,1,0,3,1,1,0,NA,0,NA,NA,2,0,0,0,0,6,1,36,17,10,7,7,3,2,"victory","Cagliari","Pescara",0,1
"2012-13","serie A",25,NA,"17","02","2013","15:00","Olimpico",NA,"Mauro Bergonzi",NA,"Torino","Atalanta",2,1,"42 87","75",0,1,NA,"75",0,1,NA,"75",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"74","52, 67, 73",0,0,NA,NA,13,17,NA,NA,17,2,9,1,8,1,0,6,7,2,2,1,0,NA,0,NA,NA,3,1,1,0,0,4,0,30,19,10,9,6,9,3,"victory","Torino","Atalanta",1,0
"2012-13","serie A",25,NA,"17","02","2013","20:45","Artemio Franchi",NA,"Nicola Rizzoli",NA,"Fiorentina","Inter",4,1,"13 33 55 65","87",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"27, 37, 71","47, 58, 67",0,0,NA,NA,8,12,NA,NA,19,4,11,1,8,3,0,7,6,3,2,0,0,NA,0,NA,NA,5,0,0,0,0,6,0,20,23,12,11,7,9,2,"victory","Fiorentina","Inter",1,0
"2012-13","serie A",25,NA,"18","02","2013","20:45","Artemio Franchi",NA,"Antonio Danilo Giannoccaro",NA,"Robur Siena","Lazio",3,0,"6 23 61",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"17, 65",0,0,NA,NA,14,15,NA,NA,4,13,3,6,1,7,6,0,3,5,0,1,0,NA,0,NA,NA,3,0,0,0,0,2,0,29,17,9,8,6,8,1,"victory","Robur Siena","Lazio",1,0
"2012-13","serie A",26,NA,"23","02","2013","20:45","Renzo Barbera",NA,"Daniele Orsato",NA,"Palermo","Genoa",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,5,"42, 82, 89","25, 26, 45, 69, 90+1",0,0,NA,NA,18,17,NA,NA,11,11,4,6,7,5,6,4,3,5,2,2,0,NA,0,NA,NA,0,0,0,0,0,8,0,35,22,10,12,10,8,4,"draw",NA,NA,NA,NA
"2012-13","serie A",26,NA,"24","02","2013","12:30","Luigi Ferraris",NA,"Eugenio Abbattista",NA,"Sampdoria","Chievoverona",2,0,"33 83",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"14, 22","14, 49, 54",0,0,NA,NA,9,16,NA,NA,8,6,5,3,3,3,3,3,7,6,3,1,0,NA,0,NA,NA,2,0,0,0,0,5,0,25,14,8,6,6,13,4,"victory","Sampdoria","Chievoverona",1,0
"2012-13","serie A",26,NA,"24","02","2013","15:00","Gewiss Stadium",NA,"Andrea De Marco",NA,"Atalanta","Roma",2,3,"8 44","12 34 71",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"61, 80, 85, 88","90+2",0,0,NA,NA,15,14,NA,NA,8,10,4,5,4,5,2,2,3,5,3,2,0,NA,0,NA,NA,5,0,0,0,0,5,0,29,18,9,9,4,8,5,"victory","Roma","Atalanta",0,1
"2012-13","serie A",26,NA,"24","02","2013","15:00","Is Arenas",NA,"Sebastiano Peruzzo",NA,"Cagliari","Torino",4,3,"37 75 87 90+5","47 54 90+2",2,1,"37, 87","90+2",2,1,"37, 87","90+2",0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"13, 50","48, 74",0,2,"86, 88",NA,12,21,NA,NA,9,6,5,6,4,0,3,1,4,6,3,3,0,NA,0,NA,NA,7,3,3,0,0,4,2,33,15,11,4,4,10,6,"victory","Cagliari","Torino",1,0
"2012-13","serie A",26,NA,"24","02","2013","15:00","Allianz Stadium",NA,"Domenico Celi",NA,"Juventus","Robur Siena",3,0,"30 74 89",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"40","25",0,0,NA,NA,7,4,NA,NA,15,4,6,3,9,1,1,3,6,2,7,0,0,NA,0,NA,NA,3,0,0,0,0,2,0,11,19,9,10,4,8,7,"victory","Juventus","Robur Siena",1,0
"2012-13","serie A",26,NA,"24","02","2013","15:00","Ennio Tardini",NA,"Piero Giacomelli",NA,"Parma","Catania",1,2,"87","5 44",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"57","30, 87",0,0,NA,NA,17,13,NA,NA,11,6,4,4,7,2,2,2,8,3,0,4,0,NA,0,NA,NA,3,0,0,0,0,3,0,30,17,8,9,4,11,4,"victory","Catania","Parma",0,1
"2012-13","serie A",26,NA,"24","02","2013","20:45","Giuseppe Meazza",NA,"Paolo Silvio Mazzoleni",NA,"Inter","Milan",1,1,"71","21",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"34, 43","12, 31, 49, 89",0,0,NA,NA,17,14,NA,NA,8,11,4,6,4,5,5,3,1,4,0,0,0,NA,0,NA,NA,2,0,0,0,0,6,0,31,19,10,9,8,5,0,"draw",NA,NA,NA,NA
"2012-13","serie A",26,NA,"25","02","2013","19:00","Dacia Arena",NA,"Antonio Damato",NA,"Udinese","Napoli",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"18","19, 65, 67, 82",0,0,NA,NA,13,19,NA,NA,6,9,0,2,6,7,2,0,4,3,3,0,0,NA,0,NA,NA,0,0,0,0,0,5,0,32,15,2,13,2,7,3,"draw",NA,NA,NA,NA
"2012-13","serie A",26,NA,"25","02","2013","21:00","Olimpico",NA,"Andrea Romeo",NA,"Lazio","Pescara",2,0,"29 35",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,9,7,NA,NA,9,3,4,1,5,2,1,2,3,2,4,2,0,NA,0,NA,NA,2,0,0,0,0,0,0,16,12,5,7,3,5,6,"victory","Lazio","Pescara",1,0
"2012-13","serie A",26,NA,"26","02","2013","20:00","Renato Dall'ara",NA,"Marco Guida",NA,"Bologna","Fiorentina",2,1,"58 84","27",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"29, 45, 52","57, 87",0,0,NA,NA,16,11,NA,NA,11,12,8,4,3,8,3,5,4,1,2,3,0,NA,0,NA,NA,3,0,0,0,0,5,0,27,23,12,11,8,5,5,"victory","Bologna","Fiorentina",1,0
"2012-13","serie A",27,NA,"01","03","2013","20:45","San Paolo",NA,"Daniele Orsato",NA,"Napoli","Juventus",1,1,"44","10",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"45+2, 54, 56, 66","44, 87",0,0,NA,NA,9,6,NA,NA,14,12,9,5,5,7,4,8,10,4,2,3,0,NA,0,NA,NA,2,0,0,0,0,6,0,15,26,14,12,12,14,5,"draw",NA,NA,NA,NA
"2012-13","serie A",27,NA,"02","03","2013","20:45","Giuseppe Meazza",NA,"Nicola Rizzoli",NA,"Milan","Lazio",3,0,"40 44 60",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"31, 58, 90","47, 59",0,1,"16",NA,10,14,NA,NA,21,7,8,3,13,4,3,4,6,3,2,1,0,NA,0,NA,NA,3,0,0,0,0,5,1,24,28,11,17,7,9,3,"victory","Milan","Lazio",1,0
"2012-13","serie A",27,NA,"03","03","2013","12:30","Olimpico",NA,"Gianluca Rocchi",NA,"Torino","Palermo",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"20, 36, 74","40, 79",0,0,NA,NA,13,17,NA,NA,6,9,2,2,4,7,2,1,8,2,1,1,0,NA,0,NA,NA,0,0,0,0,0,5,0,30,15,4,11,3,10,2,"draw",NA,NA,NA,NA
"2012-13","serie A",27,NA,"03","03","2013","15:00","Renato Dall'ara",NA,"Luca Banti",NA,"Bologna","Cagliari",3,0,"5 18 90+2",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"29, 45+1","14, 34, 40, 56, 62",0,1,"56",NA,14,15,NA,NA,13,4,8,1,5,3,1,4,4,5,4,1,0,NA,0,NA,NA,3,0,0,0,0,7,1,29,17,9,8,5,9,5,"victory","Bologna","Cagliari",1,0
"2012-13","serie A",27,NA,"03","03","2013","15:00","Angelo Massimino",NA,"Mauro Bergonzi",NA,"Catania","Inter",2,3,"7 19","52 70 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"37, 55, 70, 86","69, 84",0,0,NA,NA,22,12,NA,NA,12,14,7,6,5,8,3,5,0,4,2,3,0,NA,0,NA,NA,5,0,0,0,0,6,0,34,26,13,13,8,4,5,"victory","Inter","Catania",0,1
"2012-13","serie A",27,NA,"03","03","2013","15:00","Artemio Franchi",NA,"Daniele Doveri",NA,"Fiorentina","Chievoverona",2,1,"4 78","38",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"65, 71","10",0,0,NA,NA,7,13,NA,NA,21,8,7,2,14,6,1,4,5,3,1,2,0,NA,0,NA,NA,3,0,0,0,0,3,0,20,29,9,20,5,8,3,"victory","Fiorentina","Chievoverona",1,0
"2012-13","serie A",27,NA,"03","03","2013","15:00","Adriatico",NA,"Carmine Russo",NA,"Pescara","Udinese",0,1,NA,"8",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"54, 90+3","61, 90+3",0,0,NA,NA,17,15,NA,NA,15,7,4,5,11,2,3,4,6,5,2,5,0,NA,0,NA,NA,1,0,0,0,0,4,0,32,22,9,13,7,11,7,"victory","Udinese","Pescara",0,1
"2012-13","serie A",27,NA,"03","03","2013","15:00","Artemio Franchi",NA,"Paolo Tagliavento",NA,"Robur Siena","Atalanta",0,2,NA,"3 68",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,"11, 19, 81",0,0,NA,NA,16,14,NA,NA,9,10,2,4,7,6,1,2,5,6,2,2,0,NA,0,NA,NA,2,0,0,0,0,3,0,30,19,6,13,3,11,4,"victory","Atalanta","Robur Siena",0,1
"2012-13","serie A",27,NA,"03","03","2013","15:00","Luigi Ferraris",NA,"Paolo Valeri",NA,"Sampdoria","Parma",1,0,"58",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,5,"41, 52, 60","45+1, 70, 74, 75, 81",0,0,NA,NA,15,14,NA,NA,10,8,5,3,5,5,2,4,8,2,2,4,0,NA,0,NA,NA,1,0,0,0,0,8,0,29,18,8,10,6,10,6,"victory","Sampdoria","Parma",1,0
"2012-13","serie A",27,NA,"03","03","2013","20:45","Olimpico",NA,"Andrea Gervasoni",NA,"Roma","Genoa",3,1,"16 58 88","42",1,1,"16","42",1,1,"16","42",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"42, 51, 78, 87","18, 45+2, 61",0,0,NA,NA,8,15,NA,NA,6,8,4,6,2,2,5,1,5,14,4,4,0,NA,0,NA,NA,4,2,2,0,0,7,0,23,14,10,4,6,19,8,"victory","Roma","Genoa",1,0
"2012-13","serie A",28,NA,"08","03","2013","20:45","Luigi Ferraris",NA,"Antonio Damato",NA,"Genoa","Milan",0,2,NA,"22 60",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"19, 88","26, 32, 56",0,0,NA,NA,14,12,NA,NA,10,6,7,4,3,2,2,6,7,2,1,1,0,NA,0,NA,NA,2,0,0,0,0,5,0,26,16,11,5,8,9,2,"victory","Milan","Genoa",0,1
"2012-13","serie A",28,NA,"09","03","2013","20:45","Dacia Arena",NA,"Marco Guida",NA,"Udinese","Roma",1,1,"62","20",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"44, 50","45, 64, 76",1,0,NA,NA,15,14,NA,NA,5,10,3,5,2,5,3,2,2,5,2,2,0,NA,0,NA,NA,2,0,0,0,0,5,1,29,15,8,7,5,7,4,"draw",NA,NA,NA,NA
"2012-13","serie A",28,NA,"10","03","2013","12:30","Gewiss Stadium",NA,"Domenico Celi",NA,"Atalanta","Pescara",2,1,"34 67","24",1,0,"34",NA,1,0,"34",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"30, 40, 73, 83","39, 90+4",0,0,NA,NA,9,20,NA,NA,6,3,3,1,3,2,0,1,3,3,8,2,0,NA,0,NA,NA,3,1,1,0,0,6,0,29,9,4,5,1,6,10,"victory","Atalanta","Pescara",1,0
"2012-13","serie A",28,NA,"10","03","2013","15:00","Is Arenas",NA,"Davide Massa",NA,"Cagliari","Sampdoria",3,1,"18 52 72","90+1",0,1,NA,"90+1",0,1,NA,"90+1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"11","13",1,0,NA,NA,18,14,NA,NA,9,5,5,3,4,2,2,2,3,6,3,5,0,NA,0,NA,NA,4,1,1,0,0,2,1,32,14,8,6,4,9,8,"victory","Cagliari","Sampdoria",1,0
"2012-13","serie A",28,NA,"10","03","2013","15:00","Marcantonio Bentegodi",NA,"Gianluca Rocchi",NA,"Chievoverona","Napoli",2,0,"12 43",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"37, 58","53",0,0,NA,NA,17,12,NA,NA,8,14,5,4,3,10,4,3,3,13,0,0,0,NA,0,NA,NA,2,0,0,0,0,3,0,29,22,9,13,7,16,0,"victory","Chievoverona","Napoli",1,0
"2012-13","serie A",28,NA,"10","03","2013","15:00","Allianz Stadium",NA,"Antonio Danilo Giannoccaro",NA,"Juventus","Catania",1,0,"90+1",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"89","41, 64, 65",0,0,NA,NA,13,20,NA,NA,15,4,6,1,9,3,1,4,6,1,3,5,0,NA,0,NA,NA,1,0,0,0,0,4,0,33,19,7,12,5,7,8,"victory","Juventus","Catania",1,0
"2012-13","serie A",28,NA,"10","03","2013","15:00","Renzo Barbera",NA,"Andrea Romeo",NA,"Palermo","Robur Siena",1,2,"44","51 72",0,1,NA,"72",0,1,NA,"72",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"16, 50, 87, 90+2","15, 53, 77",0,0,NA,NA,12,13,NA,NA,13,7,5,4,8,3,2,2,10,7,2,2,0,NA,0,NA,NA,3,1,1,0,0,7,0,25,20,9,11,4,17,4,"victory","Robur Siena","Palermo",0,1
"2012-13","serie A",28,NA,"10","03","2013","15:00","Ennio Tardini",NA,"Maurizio Mariani",NA,"Parma","Torino",4,1,"77 80 84 90+1","56",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"40, 64",NA,0,0,NA,NA,15,5,NA,NA,19,10,9,4,10,6,2,5,6,0,1,2,0,NA,0,NA,NA,5,0,0,0,0,2,0,20,29,13,16,7,6,3,"victory","Parma","Torino",1,0
"2012-13","serie A",28,NA,"10","03","2013","20:45","Giuseppe Meazza",NA,"Gianpaolo Calvarese",NA,"Inter","Bologna",0,1,NA,"57",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"39, 70","17, 85",0,0,NA,NA,13,9,NA,NA,8,9,4,3,4,6,2,4,11,4,3,0,0,NA,0,NA,NA,1,0,0,0,0,4,0,22,17,7,10,6,15,3,"victory","Bologna","Inter",0,1
"2012-13","serie A",28,NA,"10","03","2013","20:45","Olimpico",NA,"Andrea Gervasoni",NA,"Lazio","Fiorentina",0,2,NA,"20 50",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"51, 64, 75, 77","89",0,0,NA,NA,19,9,NA,NA,11,7,7,4,4,3,2,7,6,2,3,1,0,NA,0,NA,NA,2,0,0,0,0,5,0,28,18,11,7,9,8,4,"victory","Fiorentina","Lazio",0,1
"2012-13","serie A",29,NA,"16","03","2013","18:00","Angelo Massimino",NA,"Andrea De Marco",NA,"Catania","Udinese",3,1,"49 67 72","81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"18, 56","46",1,0,NA,NA,15,14,NA,NA,10,12,5,5,5,7,4,2,1,4,2,3,0,NA,0,NA,NA,4,0,0,0,0,3,1,29,22,10,12,6,5,5,"victory","Catania","Udinese",1,0
"2012-13","serie A",29,NA,"16","03","2013","20:45","Renato Dall'ara",NA,"Mauro Bergonzi",NA,"Bologna","Juventus",0,2,NA,"61 73",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"28, 56, 65","22, 67, 72",0,0,NA,NA,17,18,NA,NA,9,13,2,5,7,8,3,2,3,3,1,6,0,NA,0,NA,NA,2,0,0,0,0,6,0,35,22,7,15,5,6,7,"victory","Juventus","Bologna",0,1
"2012-13","serie A",29,NA,"17","03","2013","12:30","Artemio Franchi",NA,"Daniele Doveri",NA,"Robur Siena","Cagliari",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"85","77",0,0,NA,NA,17,9,NA,NA,7,6,3,0,4,6,0,3,2,2,3,4,0,NA,0,NA,NA,0,0,0,0,0,2,0,26,13,3,10,3,4,7,"draw",NA,NA,NA,NA
"2012-13","serie A",29,NA,"17","03","2013","15:00","Artemio Franchi",NA,"Nicola Rizzoli",NA,"Fiorentina","Genoa",3,2,"33 62 77","58 69",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"75, 80","45, 45+1, 67, 83",0,0,NA,NA,11,13,NA,NA,14,8,6,4,8,4,2,3,11,3,4,1,1,"77",0,NA,NA,5,0,0,0,1,6,0,24,22,10,12,5,14,5,"victory","Fiorentina","Genoa",1,0
"2012-13","serie A",29,NA,"17","03","2013","15:00","Giuseppe Meazza",NA,"Sebastiano Peruzzo",NA,"Milan","Palermo",2,0,"8 66",NA,1,0,"8",NA,1,0,"8",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"31","71",0,0,NA,NA,15,15,NA,NA,11,6,4,3,7,3,3,2,6,4,1,2,0,NA,0,NA,NA,2,1,1,0,0,2,0,30,17,7,10,5,10,3,"victory","Milan","Palermo",1,0
"2012-13","serie A",29,NA,"17","03","2013","15:00","San Paolo",NA,"Paolo Valeri",NA,"Napoli","Atalanta",3,2,"4 65 81","31 73",1,0,"4",NA,1,0,"4",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"45, 90+4","4, 30, 84, 88",0,0,NA,NA,13,15,NA,NA,19,5,9,3,10,2,1,6,14,1,1,2,0,NA,1,"31",NA,5,1,1,0,1,6,0,28,24,12,12,7,15,3,"victory","Napoli","Atalanta",1,0
"2012-13","serie A",29,NA,"17","03","2013","15:00","Adriatico",NA,"Paolo Silvio Mazzoleni",NA,"Pescara","Chievoverona",0,2,NA,"88 90+3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"25, 27, 32, 90+2","37",0,0,NA,NA,15,20,NA,NA,10,9,2,4,8,5,1,2,2,3,1,5,0,NA,0,NA,NA,2,0,0,0,0,5,0,35,19,6,13,3,5,6,"victory","Chievoverona","Pescara",0,1
"2012-13","serie A",29,NA,"17","03","2013","20:45","Olimpico",NA,"Carmine Russo",NA,"Roma","Parma",2,0,"7 70",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,"47, 55, 69",0,0,NA,NA,6,21,NA,NA,8,6,6,4,2,2,3,2,7,13,2,0,0,NA,0,NA,NA,2,0,0,0,0,3,0,27,14,10,4,5,20,2,"victory","Roma","Parma",1,0
"2012-13","serie A",29,NA,"17","03","2013","20:45","Olimpico",NA,"Paolo Tagliavento",NA,"Torino","Lazio",1,0,"82",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"4, 17","15",0,0,NA,NA,19,18,NA,NA,7,4,3,3,4,1,2,2,2,2,2,1,0,NA,0,NA,NA,1,0,0,0,0,3,0,37,11,6,5,4,4,3,"victory","Torino","Lazio",1,0
"2012-13","serie A",29,NA,"03","04","2013","18:30","Luigi Ferraris",NA,"Luca Banti",NA,"Sampdoria","Inter",0,2,NA,"43 90+3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"victory","Inter","Sampdoria",0,1
"2012-13","serie A",30,NA,"30","03","2013","15:00","Gewiss Stadium",NA,"Andrea Romeo",NA,"Atalanta","Sampdoria",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"26, 53","26, 71, 86",0,0,NA,NA,16,9,NA,NA,10,9,3,2,7,7,2,3,4,3,1,0,0,NA,0,NA,NA,0,0,0,0,0,5,0,25,19,5,14,5,7,1,"draw",NA,NA,NA,NA
"2012-13","serie A",30,NA,"30","03","2013","15:00","Is Arenas",NA,"Daniele Orsato",NA,"Cagliari","Fiorentina",2,1,"11 39","73",1,0,"39",NA,1,0,"39",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"79, 84, 90+1","25, 38",0,0,NA,NA,19,10,NA,NA,5,11,4,3,1,8,2,2,5,10,0,4,0,NA,0,NA,NA,3,1,1,0,0,5,0,29,16,7,9,4,15,4,"victory","Cagliari","Fiorentina",1,0
"2012-13","serie A",30,NA,"30","03","2013","15:00","Luigi Ferraris",NA,"Gianluca Rocchi",NA,"Genoa","Robur Siena",2,2,"6 71","43 52",0,1,NA,"52",0,1,NA,"52",0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"54, 72, 76, 85, 90+5","64, 80",0,0,NA,NA,17,17,NA,NA,11,4,7,3,4,1,1,5,6,2,3,1,0,NA,0,NA,NA,4,1,1,0,0,7,0,34,15,10,5,6,8,4,"draw",NA,NA,NA,NA
