"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","home_team_goal","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2012-13","serie A",1,NA,"25","08","2012","18:00","Artemio Franchi",NA,"Paolo Silvio Mazzoleni",NA,"Fiorentina","Udinese",2,1,"67 90+1","28",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"80, 89","87",0,0,NA,NA,9,12,NA,NA,18,2,11,2,7,0,1,8,10,0,2,1,0,NA,0,NA,NA,3,0,0,0,0,3,0,21,20,13,7,9,10,3,"victory","Fiorentina","Udinese",1,0
"2012-13","serie A",1,NA,"25","08","2012","20:45","Allianz Stadium",NA,"Andrea Romeo",NA,"Juventus","Parma",2,0,"54 59",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,6,"11, 75","4, 25, 64, 65, 67, 73",0,0,NA,NA,7,13,NA,NA,14,10,7,7,7,3,7,4,5,7,6,1,0,NA,0,NA,NA,2,0,0,0,0,8,0,20,24,14,10,11,12,7,"victory","Juventus","Parma",1,0
"2012-13","serie A",1,NA,"26","08","2012","18:00","Giuseppe Meazza",NA,"Luca Banti",NA,"Milan","Sampdoria",0,1,NA,"58",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"67, 90+2","16, 42, 69, 79, 82",0,0,NA,NA,16,13,NA,NA,16,7,7,3,9,4,2,5,7,2,2,0,0,NA,0,NA,NA,1,0,0,0,0,7,0,29,23,10,13,7,9,2,"victory","Sampdoria","Milan",0,1
"2012-13","serie A",1,NA,"26","08","2012","20:45","Gewiss Stadium",NA,"Andrea Gervasoni",NA,"Atalanta","Lazio",0,1,NA,"17",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"35","10, 26, 44, 88",0,0,NA,NA,13,17,NA,NA,5,8,4,4,1,4,3,3,8,5,3,1,0,NA,0,NA,NA,1,0,0,0,0,5,0,30,13,8,5,6,13,4,"victory","Lazio","Atalanta",0,1
"2012-13","serie A",1,NA,"26","08","2012","20:45","Marcantonio Bentegodi",NA,"Gianpaolo Calvarese",NA,"Chievoverona","Bologna",2,0,"65 79",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"31, 45, 82","33, 77, 78",0,1,"87",NA,15,19,NA,NA,6,2,3,1,3,1,1,1,1,1,1,0,0,NA,0,NA,NA,2,0,0,0,0,6,1,34,8,4,4,2,2,1,"victory","Chievoverona","Bologna",1,0
"2012-13","serie A",1,NA,"26","08","2012","20:45","Luigi Ferraris",NA,"Nicola Rizzoli",NA,"Genoa","Cagliari",2,0,"51 85",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"36, 75",0,0,NA,NA,15,11,NA,NA,9,13,3,5,6,8,5,1,3,6,2,2,0,NA,0,NA,NA,2,0,0,0,0,2,0,26,22,8,14,6,9,4,"victory","Genoa","Cagliari",1,0
"2012-13","serie A",1,NA,"26","08","2012","20:45","Renzo Barbera",NA,"Daniele Orsato",NA,"Palermo","Napoli",0,3,NA,"45+3 79 88",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"44, 48, 62","62, 81, 90+2",0,0,NA,NA,9,11,NA,NA,13,8,7,5,6,3,1,7,6,5,3,2,0,NA,0,NA,NA,3,0,0,0,0,6,0,20,21,12,9,8,11,5,"victory","Napoli","Palermo",0,1
"2012-13","serie A",1,NA,"26","08","2012","20:45","Adriatico",NA,"Marco Guida",NA,"Pescara","Inter",0,3,NA,"17 19 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"12, 33, 36","14",0,0,NA,NA,6,12,NA,NA,12,12,7,6,5,6,3,7,10,2,1,1,0,NA,0,NA,NA,3,0,0,0,0,4,0,18,24,13,11,10,12,2,"victory","Inter","Pescara",0,1
"2012-13","serie A",1,NA,"26","08","2012","20:45","Artemio Franchi",NA,"Piero Giacomelli",NA,"Robur Siena","Torino",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"70",0,0,NA,NA,9,13,NA,NA,6,7,1,1,5,6,1,1,4,5,3,2,0,NA,0,NA,NA,0,0,0,0,0,1,0,22,13,2,11,2,9,5,"draw",NA,NA,NA,NA
"2012-13","serie A",1,NA,"26","08","2012","20:45","Olimpico",NA,"Andrea De Marco",NA,"Roma","Catania",2,2,"59 90+1","29 69",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12, 28, 86","81, 90+4",0,0,NA,NA,14,13,NA,NA,8,7,6,5,2,2,2,3,10,2,3,3,0,NA,0,NA,NA,4,0,0,0,0,5,0,27,15,11,4,5,12,6,"draw",NA,NA,NA,NA
"2012-13","serie A",2,NA,"01","09","2012","18:00","Olimpico",NA,"Carmine Russo",NA,"Torino","Pescara",3,0,"34 59 63",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"17, 90+2",0,1,"27",NA,12,19,NA,NA,15,0,10,0,5,0,0,7,5,0,3,0,0,NA,0,NA,NA,3,0,0,0,0,2,1,31,15,10,5,7,5,3,"victory","Torino","Pescara",1,0
"2012-13","serie A",2,NA,"01","09","2012","20:45","Renato Dall'ara",NA,"Paolo Tagliavento",NA,"Bologna","Milan",1,3,"42","16 77 85",1,1,"42","16",1,1,"42","16",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"16","18, 24, 28, 58, 68",0,0,NA,NA,15,19,NA,NA,13,13,2,5,11,8,2,1,1,7,0,0,0,NA,0,NA,NA,4,2,2,0,0,6,0,34,26,7,19,3,8,0,"victory","Milan","Bologna",0,1
"2012-13","serie A",2,NA,"02","09","2012","18:00","Dacia Arena",NA,"Paolo Valeri",NA,"Udinese","Juventus",1,4,"78","14 45+1 53 71",0,1,NA,"14",0,1,NA,"14",0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"17, 34, 77","37, 40, 85",1,0,NA,NA,11,18,NA,NA,8,18,2,12,6,6,8,1,3,5,4,2,0,NA,0,NA,NA,5,1,1,0,0,6,1,29,26,14,12,9,8,6,"victory","Juventus","Udinese",0,1
"2012-13","serie A",2,NA,"02","09","2012","20:45","Is Arenas",NA,"Sebastiano Peruzzo",NA,"Cagliari","Atalanta",1,1,"90+1","82",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"34, 47, 88","12, 87, 90+3",0,0,NA,NA,22,15,NA,NA,17,9,7,6,10,3,5,5,12,2,1,1,0,NA,0,NA,NA,2,0,0,0,0,6,0,37,26,13,13,10,14,2,"draw",NA,NA,NA,NA
"2012-13","serie A",2,NA,"02","09","2012","20:45","Angelo Massimino",NA,"Antonio Danilo Giannoccaro",NA,"Catania","Genoa",3,2,"66 68 85","26 82",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"55, 60, 63","22, 32",0,0,NA,NA,21,20,NA,NA,16,15,6,6,10,9,3,4,9,5,3,2,0,NA,0,NA,NA,5,0,0,0,0,5,0,41,31,12,19,7,14,5,"victory","Catania","Genoa",1,0
"2012-13","serie A",2,NA,"02","09","2012","20:45","Giuseppe Meazza",NA,"Mauro Bergonzi",NA,"Inter","Roma",1,3,"45+2","15 67 81",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"33, 47","17, 66, 77",0,0,NA,NA,18,17,NA,NA,12,10,6,3,6,7,0,5,10,2,5,3,0,NA,0,NA,NA,4,0,0,0,0,5,0,35,22,9,13,5,12,8,"victory","Roma","Inter",0,1
"2012-13","serie A",2,NA,"02","09","2012","20:45","Olimpico",NA,"Domenico Celi",NA,"Lazio","Palermo",3,0,"39 56 83",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"59, 59, 64","57, 68",0,0,NA,NA,12,7,NA,NA,11,5,7,2,4,3,2,4,7,4,0,0,0,NA,0,NA,NA,3,0,0,0,0,5,0,19,16,9,7,6,11,0,"victory","Lazio","Palermo",1,0
"2012-13","serie A",2,NA,"02","09","2012","20:45","San Paolo",NA,"Antonio Damato",NA,"Napoli","Fiorentina",2,1,"55 75","87",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"44, 81","37, 57",0,0,NA,NA,16,10,NA,NA,4,13,2,5,2,8,4,0,7,9,2,1,0,NA,0,NA,NA,3,0,0,0,0,4,0,26,17,7,10,4,16,3,"victory","Napoli","Fiorentina",1,0
"2012-13","serie A",2,NA,"02","09","2012","20:45","Ennio Tardini",NA,"Davide Massa",NA,"Parma","Chievoverona",2,0,"32 86",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"54, 70, 83","27, 43, 62",0,0,NA,NA,23,18,NA,NA,10,6,3,1,7,5,1,1,3,4,1,5,0,NA,0,NA,NA,2,0,0,0,0,6,0,41,16,4,12,2,7,6,"victory","Parma","Chievoverona",1,0
"2012-13","serie A",2,NA,"02","09","2012","20:45","Luigi Ferraris",NA,"Gianluca Rocchi",NA,"Sampdoria","Robur Siena",2,1,"45 69","62",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"32, 61, 90","32, 41, 57, 90+2",0,0,NA,NA,15,20,NA,NA,9,7,7,5,2,2,3,3,11,1,1,7,0,NA,0,NA,NA,3,0,0,0,0,7,0,35,16,12,4,6,12,8,"victory","Sampdoria","Robur Siena",1,0
"2012-13","serie A",3,NA,"15","09","2012","18:00","Renzo Barbera",NA,"Paolo Silvio Mazzoleni",NA,"Palermo","Cagliari",1,1,"41","88",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"23, 36, 45","20, 90+3",0,0,NA,NA,15,26,NA,NA,3,0,1,0,2,0,0,0,0,1,6,3,0,NA,0,NA,NA,2,0,0,0,0,5,0,41,3,1,2,0,1,9,"draw",NA,NA,NA,NA
"2012-13","serie A",3,NA,"15","09","2012","20:45","Giuseppe Meazza",NA,"Daniele Orsato",NA,"Milan","Atalanta",0,1,NA,"64",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"42, 57","58, 80, 85, 85",0,0,NA,NA,8,18,NA,NA,13,9,7,6,6,3,4,7,8,4,0,1,0,NA,0,NA,NA,1,0,0,0,0,6,0,26,22,13,9,11,12,1,"victory","Atalanta","Milan",0,1
"2012-13","serie A",3,NA,"16","09","2012","12:30","Marcantonio Bentegodi",NA,"Nicola Rizzoli",NA,"Chievoverona","Lazio",1,3,"83","5 37 74",1,0,"83",NA,1,0,"83",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"62, 73, 89","53, 60",0,0,NA,NA,13,17,NA,NA,9,12,2,8,7,4,5,1,13,1,2,1,0,NA,0,NA,NA,4,1,1,0,0,5,0,30,21,10,11,6,14,3,"victory","Lazio","Chievoverona",0,1
"2012-13","serie A",3,NA,"16","09","2012","15:00","Artemio Franchi",NA,"Daniele Doveri",NA,"Fiorentina","Catania",2,0,"43 65",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"19, 39, 68","39, 84",0,0,NA,NA,15,16,NA,NA,14,7,7,5,7,2,5,5,5,3,5,1,0,NA,0,NA,NA,2,0,0,0,0,5,0,31,21,12,9,10,8,6,"victory","Fiorentina","Catania",1,0
"2012-13","serie A",3,NA,"16","09","2012","15:00","Luigi Ferraris",NA,"Gianluca Rocchi",NA,"Genoa","Juventus",1,3,"18","61 78 84",0,1,NA,"78",0,1,NA,"78",0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"18, 63","24, 69",0,0,NA,NA,15,16,NA,NA,12,15,6,6,6,9,2,4,1,9,0,2,0,NA,0,NA,NA,4,1,1,0,0,4,0,31,27,12,15,6,10,2,"victory","Juventus","Genoa",0,1
"2012-13","serie A",3,NA,"16","09","2012","15:00","San Paolo",NA,"Andrea Gervasoni",NA,"Napoli","Parma",3,1,"3 39 77","44",1,0,"3",NA,1,0,"3",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"52","2, 42, 51, 56",0,0,NA,NA,16,16,NA,NA,13,23,7,5,6,18,4,3,1,5,3,4,0,NA,0,NA,NA,4,1,1,0,0,5,0,32,36,12,24,7,6,7,"victory","Napoli","Parma",1,0
"2012-13","serie A",3,NA,"16","09","2012","15:00","Adriatico",NA,"Riccardo Pinzani",NA,"Pescara","Sampdoria",2,3,"74 90","31 60 76",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"30, 40, 43","51, 62",0,0,NA,NA,15,13,NA,NA,13,9,8,6,5,3,3,4,6,2,2,5,0,NA,0,NA,NA,5,0,0,0,0,5,0,28,22,14,8,7,8,7,"victory","Sampdoria","Pescara",0,1
"2012-13","serie A",3,NA,"16","09","2012","15:00","Artemio Franchi",NA,"Andrea De Marco",NA,"Robur Siena","Udinese",2,2,"70 77","3 5",1,0,"77",NA,1,0,"77",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"51, 86","2, 61, 81",0,0,NA,NA,16,13,NA,NA,14,10,8,7,6,3,5,5,3,1,1,4,0,NA,0,NA,NA,4,1,1,0,0,5,0,29,24,15,9,10,4,5,"draw",NA,NA,NA,NA
"2012-13","serie A",3,NA,"16","09","2012","15:00","Olimpico",NA,"Marco Guida",NA,"Roma","Bologna",2,3,"6 16","72 73 90+1",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"25, 31, 35, 51, 87","17, 68, 88",0,0,NA,NA,15,20,NA,NA,11,12,8,6,3,6,3,5,3,8,4,7,0,NA,0,NA,NA,5,0,0,0,0,8,0,35,23,14,9,8,11,11,"victory","Bologna","Roma",0,1
"2012-13","serie A",3,NA,"16","09","2012","20:45","Olimpico",NA,"Luca Banti",NA,"Torino","Inter",0,2,NA,"13 83",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"22, 25, 71, 89","35, 38, 78",0,0,NA,NA,16,8,NA,NA,13,7,5,4,8,3,2,5,6,1,6,4,0,NA,0,NA,NA,2,0,0,0,0,7,0,24,20,9,11,7,7,10,"victory","Inter","Torino",0,1
"2012-13","serie A",4,NA,"23","09","2012","15:00","Is Arenas (Quartu Sant'elena)Partita Non Disputata",NA,NA,NA,"Cagliari","Roma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-13","serie A",4,NA,"22","09","2012","18:00","Ennio Tardini",NA,"Paolo Valeri",NA,"Parma","Fiorentina",1,1,"90+3","20",1,0,"90+3",NA,1,0,"90+3",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"46, 57, 60, 73","31, 77, 90+1",0,0,NA,NA,24,11,NA,NA,8,11,4,5,4,6,3,3,2,4,0,1,0,NA,0,NA,NA,2,1,1,0,0,7,0,35,19,9,10,6,6,1,"draw",NA,NA,NA,NA
"2012-13","serie A",4,NA,"22","09","2012","20:45","Allianz Stadium",NA,"Carmine Russo",NA,"Juventus","Chievoverona",2,0,"63 68",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"90+2",0,0,NA,NA,13,9,NA,NA,21,5,10,2,11,3,2,8,6,3,2,1,0,NA,0,NA,NA,2,0,0,0,0,1,0,22,26,12,14,10,9,3,"victory","Juventus","Chievoverona",1,0
"2012-13","serie A",4,NA,"23","09","2012","12:30","Luigi Ferraris",NA,"Gianpaolo Calvarese",NA,"Sampdoria","Torino",1,1,"84","69",1,1,"84","69",1,1,"84","69",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"40, 62, 68, 70","35, 44, 84, 90+3",0,0,NA,NA,16,22,NA,NA,7,6,5,1,2,5,1,4,6,3,1,2,0,NA,0,NA,NA,2,2,2,0,0,8,0,38,13,6,7,5,9,3,"draw",NA,NA,NA,NA
"2012-13","serie A",4,NA,"23","09","2012","15:00","Gewiss Stadium",NA,"Piero Giacomelli",NA,"Atalanta","Palermo",1,0,"88",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"40, 45, 90+2, 90+4","22, 65, 74",0,0,NA,NA,14,18,NA,NA,10,7,3,3,7,4,3,2,7,6,2,0,0,NA,0,NA,NA,1,0,0,0,0,7,0,32,17,6,11,5,13,2,"victory","Atalanta","Palermo",1,0
"2012-13","serie A",4,NA,"23","09","2012","15:00","Renato Dall'ara",NA,"Andrea Romeo",NA,"Bologna","Pescara",1,1,"9","41",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"59","53, 66, 90+3",0,1,"63",NA,21,6,NA,NA,15,11,9,8,6,3,7,8,14,4,0,0,0,NA,0,NA,NA,2,0,0,0,0,4,1,27,26,17,9,15,18,0,"draw",NA,NA,NA,NA
"2012-13","serie A",4,NA,"23","09","2012","15:00","Angelo Massimino",NA,"Mauro Bergonzi",NA,"Catania","Napoli",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"8, 59, 63","6, 16, 64, 73",1,0,NA,NA,15,10,NA,NA,6,18,3,8,3,10,8,2,2,15,5,3,0,NA,0,NA,NA,0,0,0,0,0,7,1,25,24,11,13,10,17,8,"draw",NA,NA,NA,NA
"2012-13","serie A",4,NA,"23","09","2012","15:00","Giuseppe Meazza",NA,"Davide Massa",NA,"Inter","Robur Siena",0,2,NA,"73 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"63","11, 17, 60, 64",0,0,NA,NA,14,8,NA,NA,18,7,11,4,7,3,2,11,10,8,4,2,0,NA,0,NA,NA,2,0,0,0,0,5,0,22,25,15,10,13,18,6,"victory","Robur Siena","Inter",0,1
"2012-13","serie A",4,NA,"23","09","2012","15:00","Dacia Arena",NA,"Domenico Celi",NA,"Udinese","Milan",2,1,"39 68","54",1,0,"68",NA,1,0,"68",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"77, 81","39, 64, 75",0,0,NA,NA,15,10,NA,NA,12,13,8,6,4,7,5,6,9,5,1,0,0,NA,0,NA,NA,3,1,1,0,0,5,0,25,25,14,11,11,14,1,"victory","Udinese","Milan",1,0
"2012-13","serie A",4,NA,"23","09","2012","20:45","Olimpico",NA,"Antonio Damato",NA,"Lazio","Genoa",0,1,NA,"79",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"68","85",0,0,NA,NA,12,7,NA,NA,19,6,9,3,10,3,2,8,10,1,2,2,0,NA,0,NA,NA,1,0,0,0,0,2,0,19,25,12,13,10,11,4,"victory","Genoa","Lazio",0,1
"2012-13","serie A",5,NA,"25","09","2012","20:45","Artemio Franchi",NA,"Paolo Tagliavento",NA,"Fiorentina","Juventus",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"39, 45, 49",NA,0,0,NA,NA,12,8,NA,NA,0,0,0,0,0,0,0,0,2,1,0,3,0,NA,0,NA,NA,0,0,0,0,0,3,0,20,0,0,0,0,3,3,"draw",NA,NA,NA,NA
"2012-13","serie A",5,NA,"26","09","2012","18:30","Adriatico",NA,"Daniele Doveri",NA,"Pescara","Palermo",1,0,"86",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"53, 83, 87, 90+4","63, 66",0,1,"35",NA,10,12,NA,NA,1,0,1,0,0,0,0,0,4,3,1,2,0,NA,0,NA,NA,1,0,0,0,0,6,1,22,1,1,0,0,7,3,"victory","Pescara","Palermo",1,0
"2012-13","serie A",5,NA,"26","09","2012","20:45","Angelo Massimino",NA,"Massimiliano Irrati",NA,"Catania","Atalanta",2,1,"52 64","50",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"8, 90+1","46, 85",0,0,NA,NA,15,15,NA,NA,2,1,2,1,0,0,0,0,8,4,1,4,0,NA,0,NA,NA,3,0,0,0,0,4,0,30,3,3,0,0,12,5,"victory","Catania","Atalanta",1,0
"2012-13","serie A",5,NA,"26","09","2012","20:45","Marcantonio Bentegodi",NA,"Sebastiano Peruzzo",NA,"Chievoverona","Inter",0,2,NA,"43 74",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"10, 36, 48","5",0,0,NA,NA,15,13,NA,NA,0,2,0,2,0,0,0,0,5,0,2,2,0,NA,0,NA,NA,2,0,0,0,0,4,0,28,2,2,0,0,5,4,"victory","Inter","Chievoverona",0,1
"2012-13","serie A",5,NA,"26","09","2012","20:45","Luigi Ferraris",NA,"Marco Guida",NA,"Genoa","Parma",1,1,"88","27",1,0,"88",NA,1,0,"88",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"63, 84","65, 75, 87, 87",0,0,NA,NA,12,12,NA,NA,0,1,0,1,0,0,0,0,5,7,5,5,0,NA,0,NA,NA,2,1,1,0,0,6,0,24,1,1,0,0,12,10,"draw",NA,NA,NA,NA
"2012-13","serie A",5,NA,"26","09","2012","20:45","Giuseppe Meazza",NA,"Andrea De Marco",NA,"Milan","Cagliari",2,0,"15 82",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"12, 63, 71","3, 36, 63",0,0,NA,NA,21,10,NA,NA,2,0,2,0,0,0,0,0,8,4,1,2,0,NA,0,NA,NA,2,0,0,0,0,6,0,31,2,2,0,0,12,3,"victory","Milan","Cagliari",1,0
"2012-13","serie A",5,NA,"26","09","2012","20:45","San Paolo",NA,"Luca Banti",NA,"Napoli","Lazio",3,0,"19 31 64",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"11, 53","6, 25, 45+3, 75",0,0,NA,NA,9,14,NA,NA,5,0,5,0,0,0,0,0,7,8,2,4,0,NA,0,NA,NA,3,0,0,0,0,6,0,23,5,5,0,0,15,6,"victory","Napoli","Lazio",1,0
"2012-13","serie A",5,NA,"26","09","2012","20:45","Olimpico",NA,"Paolo Silvio Mazzoleni",NA,"Roma","Sampdoria",1,1,"35","62",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"11, 65, 67","23",0,0,NA,NA,15,20,NA,NA,1,1,1,1,0,0,0,0,12,3,3,4,0,NA,0,NA,NA,2,0,0,0,0,4,0,35,2,2,0,0,15,7,"draw",NA,NA,NA,NA
"2012-13","serie A",5,NA,"26","09","2012","20:45","Olimpico",NA,"Daniele Orsato",NA,"Torino","Udinese",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"27",NA,0,0,NA,NA,10,16,NA,NA,0,0,0,0,0,0,0,0,5,5,2,0,0,NA,0,NA,NA,0,0,0,0,0,1,0,26,0,0,0,0,10,2,"draw",NA,NA,NA,NA
"2012-13","serie A",5,NA,"27","09","2012","20:45","Artemio Franchi",NA,"Andrea Gervasoni",NA,"Robur Siena","Bologna",1,0,"61",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"25, 57, 76, 80","60, 85",0,0,NA,NA,16,16,NA,NA,8,9,5,7,3,2,7,4,5,11,3,3,0,NA,0,NA,NA,1,0,0,0,0,6,0,32,17,12,5,11,16,6,"victory","Robur Siena","Bologna",1,0
"2012-13","serie A",6,NA,"29","09","2012","18:00","Ennio Tardini",NA,"Gianluca Rocchi",NA,"Parma","Milan",1,1,"66","50",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"3, 88","20, 59, 64",0,0,NA,NA,16,8,NA,NA,7,11,2,7,5,4,6,1,4,5,0,2,0,NA,0,NA,NA,2,0,0,0,0,5,0,24,18,9,9,7,9,2,"draw",NA,NA,NA,NA
"2012-13","serie A",6,NA,"29","09","2012","20:45","Allianz Stadium",NA,"Nicola Rizzoli",NA,"Juventus","Roma",4,1,"11 16 19 90","69",1,1,"16","69",1,1,"16","69",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"68, 71, 81, 89","10, 15, 20",0,0,NA,NA,14,12,NA,NA,16,10,11,4,5,6,3,4,5,3,8,3,0,NA,0,NA,NA,5,2,2,0,0,7,0,26,26,15,11,7,8,11,"victory","Juventus","Roma",1,0
"2012-13","serie A",6,NA,"30","09","2012","12:30","Dacia Arena",NA,"Andrea Romeo",NA,"Udinese","Genoa",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"80","18, 88",0,0,NA,NA,15,14,NA,NA,10,5,3,2,7,3,2,2,10,4,6,2,0,NA,0,NA,NA,0,0,0,0,0,3,0,29,15,5,10,4,14,8,"draw",NA,NA,NA,NA
"2012-13","serie A",6,NA,"30","09","2012","15:00","Gewiss Stadium",NA,"Davide Massa",NA,"Atalanta","Torino",1,5,"28","38 62 66 73 76",0,1,NA,"38",0,1,NA,"38",0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"11, 58","27",0,0,NA,NA,12,14,NA,NA,13,15,4,9,9,6,4,1,7,7,3,2,0,NA,0,NA,NA,6,1,1,0,0,3,0,26,28,13,15,5,14,5,"victory","Torino","Atalanta",0,1
